# Region type : patch outlet
# Faces       : 320
# Area        : 1.945338e-05
# Scale factor: 1.000000e+00
# Time        	areaAverage(s)
11.1301       	1.881091e-02
11.1644       	1.876942e-02
11.1986       	1.872384e-02
11.2329       	1.867427e-02
11.2671       	1.862084e-02
11.3014       	1.856356e-02
11.3356       	1.850236e-02
11.3699       	1.843732e-02
11.4041       	1.836856e-02
11.4384       	1.829623e-02
11.4726       	1.822048e-02
11.5068       	1.814143e-02
11.5411       	1.805928e-02
11.5753       	1.797397e-02
11.6096       	1.788555e-02
11.6438       	1.779416e-02
11.6781       	1.769987e-02
11.7123       	1.760270e-02
11.7466       	1.750266e-02
11.7808       	1.739963e-02
11.8151       	1.729350e-02
11.8493       	1.718439e-02
11.8836       	1.707244e-02
11.9178       	1.695777e-02
11.9521       	1.684037e-02
11.9863       	1.672034e-02
12.0205       	1.659783e-02
12.0548       	1.647306e-02
12.089        	1.634614e-02
12.1233       	1.621728e-02
12.1575       	1.608649e-02
12.1918       	1.595389e-02
12.226        	1.581958e-02
12.2603       	1.568373e-02
12.2945       	1.554645e-02
12.3288       	1.540791e-02
12.363        	1.526822e-02
12.3973       	1.512739e-02
12.4315       	1.498532e-02
12.4658       	1.484206e-02
12.5          	1.469769e-02
12.5342       	1.455238e-02
12.5685       	1.440632e-02
12.6027       	1.425961e-02
12.637        	1.411229e-02
12.6712       	1.396440e-02
12.7055       	1.381607e-02
12.7397       	1.366742e-02
12.774        	1.351843e-02
12.8082       	1.336914e-02
12.8425       	1.321987e-02
12.8767       	1.307087e-02
12.911        	1.292213e-02
12.9452       	1.277367e-02
12.9795       	1.262557e-02
13.0137       	1.247790e-02
13.0479       	1.233069e-02
13.0822       	1.218403e-02
13.1164       	1.203802e-02
13.1507       	1.189277e-02
13.1849       	1.174837e-02
13.2192       	1.160476e-02
13.2534       	1.146199e-02
13.2877       	1.132021e-02
13.3219       	1.117955e-02
13.3562       	1.104003e-02
13.3904       	1.090170e-02
13.4247       	1.076467e-02
13.4589       	1.062899e-02
13.4932       	1.049471e-02
13.5274       	1.036183e-02
13.5616       	1.023033e-02
13.5959       	1.010024e-02
13.6301       	9.971526e-03
13.6644       	9.844133e-03
13.6986       	9.718040e-03
13.7329       	9.593192e-03
13.7671       	9.469497e-03
13.8014       	9.346969e-03
13.8356       	9.225683e-03
13.8699       	9.105770e-03
13.9041       	8.987291e-03
13.9384       	8.870460e-03
13.9726       	8.755296e-03
14.0068       	8.641762e-03
14.0411       	8.530008e-03
14.0753       	8.420271e-03
14.1096       	8.312504e-03
14.1438       	8.206765e-03
14.1781       	8.103081e-03
14.2123       	8.001583e-03
14.2466       	7.902498e-03
14.2808       	7.805829e-03
14.3151       	7.711622e-03
14.3493       	7.619839e-03
14.3836       	7.530407e-03
14.4178       	7.443295e-03
14.4521       	7.358503e-03
14.4863       	7.275997e-03
14.5205       	7.195812e-03
14.5548       	7.118024e-03
14.589        	7.042470e-03
14.6233       	6.969050e-03
14.6575       	6.897806e-03
14.6918       	6.828583e-03
14.726        	6.761194e-03
14.7603       	6.695521e-03
14.7945       	6.631266e-03
14.8288       	6.568262e-03
14.863        	6.506559e-03
14.8973       	6.446055e-03
14.9315       	6.386672e-03
14.9658       	6.328305e-03
15            	6.270910e-03
15.0342       	6.214408e-03
15.0685       	6.158792e-03
15.1027       	6.104058e-03
15.137        	6.050176e-03
15.1712       	5.997176e-03
15.2055       	5.945026e-03
15.2397       	5.893707e-03
15.274        	5.843280e-03
15.3082       	5.793694e-03
15.3425       	5.744897e-03
15.3767       	5.696884e-03
15.411        	5.649623e-03
15.4452       	5.603105e-03
15.4795       	5.557344e-03
15.5137       	5.512390e-03
15.5479       	5.468166e-03
15.5822       	5.424689e-03
15.6164       	5.381913e-03
15.6507       	5.339832e-03
15.6849       	5.298432e-03
15.7192       	5.257717e-03
15.7534       	5.217678e-03
15.7877       	5.178301e-03
15.8219       	5.139567e-03
15.8562       	5.101523e-03
15.8904       	5.064138e-03
15.9247       	5.027383e-03
15.9589       	4.991211e-03
15.9932       	4.955582e-03
16.0274       	4.920421e-03
16.0616       	4.885706e-03
16.0959       	4.851423e-03
16.1301       	4.817561e-03
16.1644       	4.784120e-03
16.1986       	4.751091e-03
16.2329       	4.718469e-03
16.2671       	4.686250e-03
16.3014       	4.654429e-03
16.3356       	4.623002e-03
16.3699       	4.591962e-03
16.4041       	4.561311e-03
16.4384       	4.531039e-03
16.4726       	4.501133e-03
16.5068       	4.471569e-03
16.5411       	4.442403e-03
16.5753       	4.413601e-03
16.6096       	4.385098e-03
16.6438       	4.356852e-03
16.6781       	4.328832e-03
16.7123       	4.301003e-03
16.7466       	4.273346e-03
16.7808       	4.245845e-03
16.8151       	4.218490e-03
16.8493       	4.191277e-03
16.8836       	4.164204e-03
16.9178       	4.137269e-03
16.9521       	4.110476e-03
16.9863       	4.083827e-03
17.0205       	4.057328e-03
17.0548       	4.030984e-03
17.089        	4.004799e-03
17.1233       	3.978779e-03
17.1575       	3.952933e-03
17.1918       	3.927262e-03
17.226        	3.901766e-03
17.2603       	3.876446e-03
17.2945       	3.851318e-03
17.3288       	3.826384e-03
17.363        	3.801637e-03
17.3973       	3.777080e-03
17.4315       	3.752706e-03
17.4658       	3.728478e-03
17.5          	3.704369e-03
17.5342       	3.680356e-03
17.5685       	3.656429e-03
17.6027       	3.632577e-03
17.637        	3.608794e-03
17.6712       	3.585076e-03
17.7055       	3.561418e-03
17.7397       	3.537817e-03
17.774        	3.514273e-03
17.8082       	3.490785e-03
17.8425       	3.467354e-03
17.8767       	3.443978e-03
17.911        	3.420659e-03
17.9452       	3.397399e-03
17.9795       	3.374195e-03
18.0137       	3.351038e-03
18.0479       	3.327942e-03
18.0822       	3.304913e-03
18.1164       	3.281933e-03
18.1507       	3.259007e-03
18.1849       	3.236097e-03
18.2192       	3.213203e-03
18.2534       	3.190327e-03
18.2877       	3.167476e-03
18.3219       	3.144667e-03
18.3562       	3.121877e-03
18.3904       	3.099075e-03
18.4247       	3.076269e-03
18.4589       	3.053499e-03
18.4932       	3.030764e-03
18.5274       	3.008057e-03
18.5616       	2.985336e-03
18.5959       	2.962596e-03
18.6301       	2.939850e-03
18.6644       	2.917110e-03
18.6986       	2.894380e-03
18.7329       	2.871672e-03
18.7671       	2.848976e-03
18.8014       	2.826297e-03
18.8356       	2.803649e-03
18.8699       	2.781057e-03
18.9041       	2.758539e-03
18.9384       	2.736122e-03
18.9726       	2.713826e-03
19.0068       	2.691596e-03
19.0411       	2.669436e-03
19.0753       	2.647356e-03
19.1096       	2.625317e-03
19.1438       	2.603362e-03
19.1781       	2.581514e-03
19.2123       	2.559788e-03
19.2466       	2.538202e-03
19.2808       	2.516771e-03
19.3151       	2.495505e-03
19.3493       	2.474413e-03
19.3836       	2.453503e-03
19.4178       	2.432778e-03
19.4521       	2.412246e-03
19.4863       	2.391917e-03
19.5205       	2.371799e-03
19.5548       	2.351896e-03
19.589        	2.332211e-03
19.6233       	2.312710e-03
19.6575       	2.293391e-03
19.6918       	2.274276e-03
19.726        	2.255366e-03
19.7603       	2.236610e-03
19.7945       	2.218014e-03
19.8288       	2.199587e-03
19.863        	2.181335e-03
19.8973       	2.163268e-03
19.9315       	2.145393e-03
19.9658       	2.127716e-03
20            	2.110245e-03
20.0342       	2.092985e-03
20.0685       	2.075943e-03
20.1027       	2.059125e-03
20.137        	2.042539e-03
20.1712       	2.026190e-03
20.2055       	2.010079e-03
20.2397       	1.994205e-03
20.274        	1.978567e-03
20.3082       	1.963155e-03
20.3425       	1.947952e-03
20.3767       	1.932953e-03
20.411        	1.918169e-03
20.4452       	1.903586e-03
20.4795       	1.889192e-03
20.5137       	1.874888e-03
20.5479       	1.860667e-03
20.5822       	1.846535e-03
20.6164       	1.832501e-03
20.6507       	1.818573e-03
20.6849       	1.804762e-03
20.7192       	1.791078e-03
20.7534       	1.777530e-03
20.7877       	1.764126e-03
20.8219       	1.750873e-03
20.8562       	1.737781e-03
20.8904       	1.724856e-03
20.9247       	1.712100e-03
20.9589       	1.699516e-03
20.9932       	1.687119e-03
21.0274       	1.674918e-03
21.0616       	1.662901e-03
21.0959       	1.651056e-03
21.1301       	1.639375e-03
21.1644       	1.627854e-03
21.1986       	1.616494e-03
21.2329       	1.605293e-03
21.2671       	1.594242e-03
21.3014       	1.583335e-03
21.3356       	1.572566e-03
21.3699       	1.561933e-03
21.4041       	1.551435e-03
21.4384       	1.541063e-03
21.4726       	1.530779e-03
21.5068       	1.520585e-03
21.5411       	1.510489e-03
21.5753       	1.500495e-03
21.6096       	1.490601e-03
21.6438       	1.480806e-03
21.6781       	1.471113e-03
21.7123       	1.461523e-03
21.7466       	1.452040e-03
21.7808       	1.442659e-03
21.8151       	1.433327e-03
21.8493       	1.424053e-03
21.8836       	1.414851e-03
21.9178       	1.405725e-03
21.9521       	1.396679e-03
21.9863       	1.387718e-03
22.0205       	1.378848e-03
22.0548       	1.370072e-03
22.089        	1.361394e-03
22.1233       	1.352817e-03
22.1575       	1.344344e-03
22.1918       	1.335976e-03
22.226        	1.327716e-03
22.2603       	1.319565e-03
22.2945       	1.311523e-03
22.3288       	1.303587e-03
22.363        	1.295753e-03
22.3973       	1.288020e-03
22.4315       	1.280383e-03
22.4658       	1.272842e-03
22.5          	1.265389e-03
22.5342       	1.257997e-03
22.5685       	1.250667e-03
22.6027       	1.243397e-03
22.637        	1.236184e-03
22.6712       	1.229027e-03
22.7055       	1.221927e-03
22.7397       	1.214883e-03
22.774        	1.207897e-03
22.8082       	1.200936e-03
22.8425       	1.194001e-03
22.8767       	1.187097e-03
22.911        	1.180229e-03
22.9452       	1.173403e-03
22.9795       	1.166624e-03
23.0137       	1.159896e-03
23.0479       	1.153224e-03
23.0822       	1.146610e-03
23.1164       	1.140067e-03
23.1507       	1.133599e-03
23.1849       	1.127203e-03
23.2192       	1.120878e-03
23.2534       	1.114624e-03
23.2877       	1.108442e-03
23.3219       	1.102334e-03
23.3562       	1.096304e-03
23.3904       	1.090353e-03
23.4247       	1.084482e-03
23.4589       	1.078692e-03
23.4932       	1.072984e-03
23.5274       	1.067355e-03
23.5616       	1.061817e-03
23.5959       	1.056365e-03
23.6301       	1.050993e-03
23.6644       	1.045695e-03
23.6986       	1.040469e-03
23.7329       	1.035309e-03
23.7671       	1.030215e-03
23.8014       	1.025183e-03
23.8356       	1.020212e-03
23.8699       	1.015299e-03
23.9041       	1.010444e-03
23.9384       	1.005644e-03
23.9726       	1.000900e-03
24.0068       	9.962076e-04
24.0411       	9.915631e-04
24.0753       	9.869633e-04
24.1096       	9.824066e-04
24.1438       	9.778920e-04
24.1781       	9.734190e-04
24.2123       	9.689724e-04
24.2466       	9.645401e-04
24.2808       	9.601246e-04
24.3151       	9.557290e-04
24.3493       	9.513559e-04
24.3836       	9.470079e-04
24.4178       	9.426867e-04
24.4521       	9.383946e-04
24.4863       	9.341331e-04
24.5205       	9.299038e-04
24.5548       	9.257049e-04
24.589        	9.215389e-04
24.6233       	9.174115e-04
24.6575       	9.133258e-04
24.6918       	9.092808e-04
24.726        	9.052745e-04
24.7603       	9.013056e-04
24.7945       	8.973731e-04
24.8288       	8.934769e-04
24.863        	8.896145e-04
24.8973       	8.857541e-04
24.9315       	8.818955e-04
24.9658       	8.780422e-04
25            	8.741982e-04
25.0342       	8.703666e-04
25.0685       	8.665508e-04
25.1027       	8.627535e-04
25.137        	8.589771e-04
25.1712       	8.552238e-04
25.2055       	8.514959e-04
25.2397       	8.477942e-04
25.274        	8.441194e-04
25.3082       	8.404726e-04
25.3425       	8.368554e-04
25.3767       	8.332683e-04
25.411        	8.297113e-04
25.4452       	8.261700e-04
25.4795       	8.226488e-04
25.5137       	8.191489e-04
25.5479       	8.156682e-04
25.5822       	8.122055e-04
25.6164       	8.087608e-04
25.6507       	8.053338e-04
25.6849       	8.019245e-04
25.7192       	7.985339e-04
25.7534       	7.951631e-04
25.7877       	7.918131e-04
25.8219       	7.884852e-04
25.8562       	7.851808e-04
25.8904       	7.819009e-04
25.9247       	7.786466e-04
25.9589       	7.754191e-04
25.9932       	7.722191e-04
26.0274       	7.690479e-04
26.0616       	7.659065e-04
26.0959       	7.627955e-04
26.1301       	7.597153e-04
26.1644       	7.566660e-04
26.1986       	7.536522e-04
26.2329       	7.506728e-04
26.2671       	7.477253e-04
26.3014       	7.448072e-04
26.3356       	7.419176e-04
26.3699       	7.390556e-04
26.4041       	7.362206e-04
26.4384       	7.334131e-04
26.4726       	7.306329e-04
26.5068       	7.278792e-04
26.5411       	7.251515e-04
26.5753       	7.224495e-04
26.6096       	7.197733e-04
26.6438       	7.171213e-04
26.6781       	7.144916e-04
26.7123       	7.118861e-04
26.7466       	7.093062e-04
26.7808       	7.067524e-04
26.8151       	7.042251e-04
26.8493       	7.017240e-04
26.8836       	6.992485e-04
26.9178       	6.967978e-04
26.9521       	6.943705e-04
26.9863       	6.919639e-04
27.0205       	6.895748e-04
27.0548       	6.872002e-04
27.089        	6.848375e-04
27.1233       	6.824847e-04
27.1575       	6.801398e-04
27.1918       	6.778009e-04
27.226        	6.754595e-04
27.2603       	6.731092e-04
27.2945       	6.707526e-04
27.3288       	6.683926e-04
27.363        	6.660310e-04
27.3973       	6.636694e-04
27.4315       	6.613094e-04
27.4658       	6.589528e-04
27.5          	6.566014e-04
27.5342       	6.542570e-04
27.5685       	6.519207e-04
27.6027       	6.495922e-04
27.637        	6.472743e-04
27.6712       	6.449692e-04
27.7055       	6.426790e-04
27.7397       	6.404054e-04
27.774        	6.381496e-04
27.8082       	6.359119e-04
27.8425       	6.336927e-04
27.8767       	6.314921e-04
27.911        	6.293100e-04
27.9452       	6.271457e-04
27.9795       	6.249988e-04
28.0137       	6.228683e-04
28.0479       	6.207524e-04
28.0822       	6.186488e-04
28.1164       	6.165560e-04
28.1507       	6.144727e-04
28.1849       	6.123978e-04
28.2192       	6.103305e-04
28.2534       	6.082628e-04
28.2877       	6.061936e-04
28.3219       	6.041243e-04
28.3562       	6.020564e-04
28.3904       	5.999911e-04
28.4247       	5.979297e-04
28.4589       	5.958733e-04
28.4932       	5.938230e-04
28.5274       	5.917798e-04
28.5616       	5.897446e-04
28.5959       	5.877174e-04
28.6301       	5.856985e-04
28.6644       	5.836892e-04
28.6986       	5.816916e-04
28.7329       	5.797040e-04
28.7671       	5.777247e-04
28.8014       	5.757523e-04
28.8356       	5.737855e-04
28.8699       	5.718234e-04
28.9041       	5.698652e-04
28.9384       	5.679101e-04
28.9726       	5.659576e-04
29.0068       	5.640073e-04
29.0411       	5.620592e-04
29.0753       	5.601132e-04
29.1096       	5.581690e-04
29.1438       	5.562269e-04
29.1781       	5.542869e-04
29.2123       	5.523498e-04
29.2466       	5.504159e-04
29.2808       	5.484834e-04
29.3151       	5.465537e-04
29.3493       	5.446284e-04
29.3836       	5.427090e-04
29.4178       	5.407966e-04
29.4521       	5.388922e-04
29.4863       	5.369966e-04
29.5205       	5.351104e-04
29.5548       	5.332345e-04
29.589        	5.313689e-04
29.6233       	5.295140e-04
29.6575       	5.276695e-04
29.6918       	5.258361e-04
29.726        	5.240140e-04
29.7603       	5.222033e-04
29.7945       	5.204053e-04
29.8288       	5.186197e-04
29.863        	5.168458e-04
29.8973       	5.150827e-04
29.9315       	5.133293e-04
29.9658       	5.115848e-04
30            	5.098484e-04
30.0342       	5.081192e-04
30.0685       	5.063963e-04
30.1027       	5.046791e-04
30.137        	5.029666e-04
30.1712       	5.012577e-04
30.2055       	4.995515e-04
30.2397       	4.978470e-04
30.274        	4.961432e-04
30.3082       	4.944387e-04
30.3425       	4.927320e-04
30.3767       	4.910222e-04
30.411        	4.893084e-04
30.4452       	4.875896e-04
30.4795       	4.858643e-04
30.5137       	4.841308e-04
30.5479       	4.823871e-04
30.5822       	4.806332e-04
30.6164       	4.788695e-04
30.6507       	4.770962e-04
30.6849       	4.753099e-04
30.7192       	4.735093e-04
30.7534       	4.716975e-04
30.7877       	4.698790e-04
30.8219       	4.680577e-04
30.8562       	4.662359e-04
30.8904       	4.644152e-04
30.9247       	4.625973e-04
30.9589       	4.607840e-04
30.9932       	4.589766e-04
31.0274       	4.571765e-04
31.0616       	4.553848e-04
31.0959       	4.536025e-04
31.1301       	4.518310e-04
31.1644       	4.500713e-04
31.1986       	4.483235e-04
31.2329       	4.465877e-04
31.2671       	4.448639e-04
31.3014       	4.431520e-04
31.3356       	4.414519e-04
31.3699       	4.397636e-04
31.4041       	4.380868e-04
31.4384       	4.364213e-04
31.4726       	4.347671e-04
31.5068       	4.331239e-04
31.5411       	4.314914e-04
31.5753       	4.298696e-04
31.6096       	4.282579e-04
31.6438       	4.266563e-04
31.6781       	4.250642e-04
31.7123       	4.234816e-04
31.7466       	4.219081e-04
31.7808       	4.203431e-04
31.8151       	4.187861e-04
31.8493       	4.172367e-04
31.8836       	4.156945e-04
31.9178       	4.141591e-04
